danceability_x,energy_x,key,loudness_x,mode,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature_x,chorus_hit_x,sections_x,target_x,track_seconds_x,m_index,danceability_y,energy_y,loudness_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,chorus_hit_y,sections_y,track_seconds_y,row_num,target_y,y_pred,y_pred_prob
0.496,0.466,A# / Bb,-10.095,major,0.14,0.0945,0.0,0.105,0.566,154.158,192707,4,47.45275,9,1,192.707,14963,0.496,0.466,-10.095,0.14,0.0945,0.0,0.105,0.566,154.158,4,47.45275,9,192.707,3791,1,1.0,0.8306899971272446
0.591,0.551,D,-13.72,major,0.0286,0.187,0.000652,0.0749,0.877,100.326,175933,4,18.42841,11,1,175.933,14965,0.591,0.551,-13.72,0.0286,0.187,0.000652,0.0749,0.877,100.326,4,18.42841,11,175.933,6003,1,1.0,0.7890949911948228
0.483,0.762,D,-12.957,major,0.167,0.462,0.00114,0.343,0.824,174.395,226000,4,27.79748,12,0,226.0,14968,0.483,0.762,-12.957,0.167,0.462,0.00114,0.343,0.824,174.395,4,27.79748,12,226.0,6362,0,0.0,0.5687644629238843
0.375,0.271,C,-12.357,major,0.0261,0.854,0.00775,0.112,0.197,89.873,156600,3,68.84733,6,1,156.6,14970,0.375,0.271,-12.357,0.0261,0.854,0.00775,0.112,0.197,89.873,3,68.84733,6,156.6,859,1,1.0,0.8244801889641076
0.359,0.717,D,-10.309,major,0.0405,0.015,0.00365,0.36,0.47,121.878,360333,4,31.55323,17,1,360.333,14973,0.359,0.717,-10.309,0.0405,0.015,0.00365,0.36,0.47,121.878,4,31.55323,17,360.333,4696,1,0.0,0.1135243619492311
0.597,0.579,A,-12.394,major,0.0361,0.45,0.0,0.114,0.751,109.789,157400,4,40.26021,9,1,157.4,14974,0.597,0.579,-12.394,0.0361,0.45,0.0,0.114,0.751,109.789,4,40.26021,9,157.4,5100,1,0.0,0.5553200979923295
0.457,0.363,G,-14.014,major,0.0396,0.723,0.867,0.206,0.337,135.991,1214467,4,34.99487,38,0,1214.467,14977,0.457,0.363,-14.014,0.0396,0.723,0.867,0.206,0.337,135.991,4,34.99487,38,1214.467,3424,0,1.0,0.7990985882985668
0.409,0.119,D,-20.261,major,0.0373,0.813,0.000415,0.129,0.376,120.639,224933,4,42.41307,14,0,224.933,14988,0.409,0.119,-20.261,0.0373,0.813,0.000415,0.129,0.376,120.639,4,42.41307,14,224.933,351,0,0.0,0.2192434562869038
0.79,0.488,B,-13.132,minor,0.0522,0.0215,0.426,0.324,0.802,128.593,314333,4,63.81269,13,1,314.333,14996,0.79,0.488,-13.132,0.0522,0.0215,0.426,0.324,0.802,128.593,4,63.81269,13,314.333,6094,1,1.0,0.7812680354722354
0.343,0.0969,E,-23.94,major,0.0395,0.98,0.267,0.11,0.331,128.076,189687,4,51.3276,9,0,189.687,15006,0.343,0.0969,-23.94,0.0395,0.98,0.267,0.11,0.331,128.076,4,51.3276,9,189.687,5984,0,0.0,0.5847379666090233
0.669,0.52,G# / Ab,-10.136,major,0.0345,0.245,0.00535,0.126,0.634,104.812,224027,4,60.68692,9,1,224.027,15012,0.669,0.52,-10.136,0.0345,0.245,0.00535,0.126,0.634,104.812,4,60.68692,9,224.027,486,1,1.0,0.6884588766707767
0.917,0.823,G,-8.445,minor,0.0368,0.167,0.000945,0.0258,0.969,132.56,211413,4,76.35694,9,1,211.413,15021,0.917,0.823,-8.445,0.0368,0.167,0.000945,0.0258,0.969,132.56,4,76.35694,9,211.413,4754,1,0.0,0.05314325739762969
0.81,0.641,E,-16.092,minor,0.0492,0.524,0.000282,0.0529,0.931,116.348,174141,4,39.19562,8,0,174.141,15035,0.81,0.641,-16.092,0.0492,0.524,0.000282,0.0529,0.931,116.348,4,39.19562,8,174.141,5541,0,1.0,0.8256837301896486
0.153,0.299,B,-17.437,minor,0.0358,0.56,0.915,0.133,0.0382,135.412,407160,4,19.15807,20,0,407.16,15037,0.153,0.299,-17.437,0.0358,0.56,0.915,0.133,0.0382,135.412,4,19.15807,20,407.16,5414,0,0.0,0.015745358188985058
0.798,0.726,G,-16.019,minor,0.0469,0.0118,0.174,0.0471,0.863,120.081,433373,4,22.70719,21,1,433.373,15059,0.798,0.726,-16.019,0.0469,0.0118,0.174,0.0471,0.863,120.081,4,22.70719,21,433.373,271,1,0.0,0.018156713489437558
0.626,0.565,A,-10.027,major,0.0271,0.124,0.0,0.0811,0.924,116.61,233507,4,19.08249,15,1,233.507,15061,0.626,0.565,-10.027,0.0271,0.124,0.0,0.0811,0.924,116.61,4,19.08249,15,233.507,7184,1,1.0,0.8392357863076546
0.587,0.591,G,-10.735,major,0.0594,0.314,0.0661,0.0681,0.961,105.831,332173,4,42.40713,15,1,332.173,15064,0.587,0.591,-10.735,0.0594,0.314,0.0661,0.0681,0.961,105.831,4,42.40713,15,332.173,1620,1,1.0,0.719074561045561
0.512,0.135,D,-21.69,major,0.0293,0.853,0.918,0.127,0.425,93.701,162360,4,60.65039,8,0,162.36,15065,0.512,0.135,-21.69,0.0293,0.853,0.918,0.127,0.425,93.701,4,60.65039,8,162.36,6822,0,0.0,0.4252149982383507
0.578,0.693,F,-9.22,minor,0.036,0.494,0.0689,0.0583,0.525,106.444,229867,4,27.35148,8,0,229.867,15066,0.578,0.693,-9.22,0.036,0.494,0.0689,0.0583,0.525,106.444,4,27.35148,8,229.867,1335,0,0.0,0.5960348021629014
0.522,0.331,A# / Bb,-8.656,major,0.0445,0.863,0.0,0.303,0.282,73.178,199027,3,70.45591,6,1,199.027,15069,0.522,0.331,-8.656,0.0445,0.863,0.0,0.303,0.282,73.178,3,70.45591,6,199.027,1857,1,0.0,0.4712617659077044
0.531,0.668,G# / Ab,-9.494,major,0.115,0.218,0.00404,0.307,0.434,134.446,314440,4,29.45807,13,1,314.44,15070,0.531,0.668,-9.494,0.115,0.218,0.00404,0.307,0.434,134.446,4,29.45807,13,314.44,7883,1,0.0,0.5267092300545897
0.44,0.543,E,-11.944,major,0.0595,0.0117,0.933,0.104,0.238,151.716,77533,4,24.93603,5,0,77.533,15073,0.44,0.543,-11.944,0.0595,0.0117,0.933,0.104,0.238,151.716,4,24.93603,5,77.533,348,0,0.0,0.016230018579104857
0.716,0.753,D# / Eb,-12.407,major,0.0368,0.0532,0.000619,0.183,0.952,113.404,254240,4,24.70476,14,1,254.24,15075,0.716,0.753,-12.407,0.0368,0.0532,0.000619,0.183,0.952,113.404,4,24.70476,14,254.24,7064,1,0.0,0.07821266883342373
0.677,0.574,C,-11.714,major,0.0751,0.091,0.0396,0.162,0.594,104.118,197533,4,42.63189,9,1,197.533,15084,0.677,0.574,-11.714,0.0751,0.091,0.0396,0.162,0.594,104.118,4,42.63189,9,197.533,6509,1,0.0,0.6440242895276876
0.501,0.392,A,-8.96,major,0.0261,0.517,6.81e-05,0.165,0.556,111.398,174707,4,40.43748,11,1,174.707,15091,0.501,0.392,-8.96,0.0261,0.517,6.81e-05,0.165,0.556,111.398,4,40.43748,11,174.707,803,1,1.0,0.6942487533244013
0.258,0.642,B,-13.769,major,0.039,0.49,0.253,0.167,0.623,101.076,412360,4,62.21682,11,0,412.36,15093,0.258,0.642,-13.769,0.039,0.49,0.253,0.167,0.623,101.076,4,62.21682,11,412.36,5993,0,0.0,0.4367374677088428
0.691,0.961,C,-3.914,major,0.0558,0.141,0.000147,0.598,0.833,123.459,326627,4,29.67591,17,1,326.627,15097,0.691,0.961,-3.914,0.0558,0.141,0.000147,0.598,0.833,123.459,4,29.67591,17,326.627,3664,1,0.0,0.4459707292368564
0.296,0.695,C# / Db,-10.091,major,0.0786,0.00636,5.84e-06,0.122,0.346,79.774,106427,3,52.62752,5,0,106.427,15100,0.296,0.695,-10.091,0.0786,0.00636,5.84e-06,0.122,0.346,79.774,3,52.62752,5,106.427,7858,0,0.0,0.20551289772328374
0.91,0.641,G,-11.316,major,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360,4,68.37114,13,1,331.36,15109,0.91,0.641,-11.316,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4,68.37114,13,331.36,194,1,0.0,0.022940797180206533
0.387,0.443,A,-11.507,major,0.0375,0.565,3.7e-06,0.096,0.714,199.119,204453,4,35.08004,11,0,204.453,15118,0.387,0.443,-11.507,0.0375,0.565,3.7e-06,0.096,0.714,199.119,4,35.08004,11,204.453,4761,0,0.0,0.08165242474284141
0.694,0.413,D# / Eb,-9.1,major,0.0268,0.348,0.0,0.124,0.542,109.967,211773,4,52.52921,9,1,211.773,15131,0.694,0.413,-9.1,0.0268,0.348,0.0,0.124,0.542,109.967,4,52.52921,9,211.773,6519,1,0.0,0.3809563162386021
0.378,0.427,C# / Db,-14.023,major,0.0472,0.77,0.822,0.102,0.19,104.535,381600,1,25.78676,17,0,381.6,15132,0.378,0.427,-14.023,0.0472,0.77,0.822,0.102,0.19,104.535,1,25.78676,17,381.6,51,0,1.0,0.7171036291154075
0.764,0.567,C,-13.361,major,0.0412,0.252,0.0,0.104,0.79,108.805,214133,4,45.41093,7,1,214.133,15134,0.764,0.567,-13.361,0.0412,0.252,0.0,0.104,0.79,108.805,4,45.41093,7,214.133,7597,1,1.0,0.7756855458020407
0.215,0.242,C,-15.141,minor,0.0398,0.584,0.936,0.146,0.0613,116.234,143520,4,25.60898,9,0,143.52,15136,0.215,0.242,-15.141,0.0398,0.584,0.936,0.146,0.0613,116.234,4,25.60898,9,143.52,4342,0,0.0,0.13400573782116296
0.676,0.729,D# / Eb,-11.795,major,0.0829,0.281,0.000203,0.0982,0.844,129.905,191467,4,34.44858,9,1,191.467,15147,0.676,0.729,-11.795,0.0829,0.281,0.000203,0.0982,0.844,129.905,4,34.44858,9,191.467,6158,1,0.0,0.3262834636275269
0.54,0.539,A# / Bb,-10.935,major,0.382,0.741,0.839,0.286,0.439,99.339,306733,4,30.47175,14,0,306.733,15149,0.54,0.539,-10.935,0.382,0.741,0.839,0.286,0.439,99.339,4,30.47175,14,306.733,2398,0,0.0,0.2935947657145373
0.492,0.621,D,-8.582,major,0.0248,0.0274,0.0012,0.697,0.653,93.053,180227,4,39.57808,6,1,180.227,15153,0.492,0.621,-8.582,0.0248,0.0274,0.0012,0.697,0.653,93.053,4,39.57808,6,180.227,5024,1,0.0,0.5578296486415741
0.09,0.2,D# / Eb,-15.912,major,0.0466,0.826,0.648,0.122,0.0497,63.953,175853,4,20.0708,9,0,175.853,15160,0.09,0.2,-15.912,0.0466,0.826,0.648,0.122,0.0497,63.953,4,20.0708,9,175.853,5814,0,0.0,0.30097292938291326
0.538,0.853,D,-6.147,major,0.0335,0.00872,2.44e-06,0.107,0.554,120.912,217893,4,55.73723,11,1,217.893,15161,0.538,0.853,-6.147,0.0335,0.00872,2.44e-06,0.107,0.554,120.912,4,55.73723,11,217.893,5758,1,0.0,0.6432596319159513
0.452,0.341,A,-13.42,major,0.0313,0.106,0.000571,0.214,0.187,111.038,253467,4,17.29179,12,1,253.467,15163,0.452,0.341,-13.42,0.0313,0.106,0.000571,0.214,0.187,111.038,4,17.29179,12,253.467,5839,1,0.0,0.6138919440000203
0.777,0.419,E,-18.744,minor,0.055,0.83,0.853,0.072,0.356,122.355,163587,4,32.5378,10,0,163.587,15165,0.777,0.419,-18.744,0.055,0.83,0.853,0.072,0.356,122.355,4,32.5378,10,163.587,501,0,0.0,0.13238476168505475
0.624,0.0175,B,-22.71,minor,0.0481,0.993,0.366,0.0798,0.193,116.336,172040,4,60.66423,9,0,172.04,15176,0.624,0.0175,-22.71,0.0481,0.993,0.366,0.0798,0.193,116.336,4,60.66423,9,172.04,152,0,0.0,0.568996628241876
0.699,0.852,B,-5.591,minor,0.0322,0.00818,0.61,0.0959,0.936,129.487,255373,4,62.96204,8,0,255.373,15177,0.699,0.852,-5.591,0.0322,0.00818,0.61,0.0959,0.936,129.487,4,62.96204,8,255.373,2621,0,0.0,0.549405672378423
0.703,0.826,A# / Bb,-7.179,minor,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,4,24.04446,13,1,285.373,15178,0.703,0.826,-7.179,0.0341,0.0322,0.00629,0.179,0.945,103.564,4,24.04446,13,285.373,4932,1,1.0,0.69353582582561
0.513,0.0261,D# / Eb,-23.553,minor,0.0552,0.995,0.882,0.11,0.398,69.33,169482,4,53.51284,7,0,169.482,15180,0.513,0.0261,-23.553,0.0552,0.995,0.882,0.11,0.398,69.33,4,53.51284,7,169.482,3981,0,1.0,0.7993576139952858
0.336,0.792,A,-10.875,major,0.0848,0.00349,0.00178,0.0437,0.425,155.588,355304,4,33.30212,15,1,355.304,15184,0.336,0.792,-10.875,0.0848,0.00349,0.00178,0.0437,0.425,155.588,4,33.30212,15,355.304,3327,1,1.0,0.7034558242600568
0.781,0.452,A# / Bb,-10.276,minor,0.327,0.0747,0.625,0.0881,0.374,80.964,205360,4,40.24757,9,0,205.36,15186,0.781,0.452,-10.276,0.327,0.0747,0.625,0.0881,0.374,80.964,4,40.24757,9,205.36,2045,0,0.0,0.3471458222515295
0.606,0.486,G,-13.553,minor,0.041,0.0111,0.00145,0.0757,0.809,87.567,431507,4,38.63624,18,1,431.507,15192,0.606,0.486,-13.553,0.041,0.0111,0.00145,0.0757,0.809,87.567,4,38.63624,18,431.507,7674,1,1.0,0.7670356746564558
0.578,0.413,E,-22.365,minor,0.049,0.871,0.924,0.162,0.565,119.752,111456,4,62.56519,5,0,111.456,15199,0.578,0.413,-22.365,0.049,0.871,0.924,0.162,0.565,119.752,4,62.56519,5,111.456,5661,0,0.0,0.03843879018697182
0.163,0.0151,G,-31.334,minor,0.0451,0.979,0.0653,0.135,0.0366,87.486,323507,4,55.29623,16,0,323.507,15224,0.163,0.0151,-31.334,0.0451,0.979,0.0653,0.135,0.0366,87.486,4,55.29623,16,323.507,5914,0,0.0,0.08835796822209852
0.517,0.447,G,-12.483,major,0.0418,0.000573,0.00118,0.144,0.894,134.755,310267,4,42.93833,13,1,310.267,15229,0.517,0.447,-12.483,0.0418,0.000573,0.00118,0.144,0.894,134.755,4,42.93833,13,310.267,4087,1,0.0,0.5352583530988028
0.351,0.919,A,-10.112,minor,0.0536,0.00133,0.000328,0.254,0.569,170.499,136733,4,67.51767,7,0,136.733,15234,0.351,0.919,-10.112,0.0536,0.00133,0.000328,0.254,0.569,170.499,4,67.51767,7,136.733,6983,0,0.0,0.48382408746328515
0.717,0.638,D# / Eb,-12.419,major,0.0553,0.108,0.000555,0.31,0.902,110.35,189907,4,53.55479,8,1,189.907,15240,0.717,0.638,-12.419,0.0553,0.108,0.000555,0.31,0.902,110.35,4,53.55479,8,189.907,7593,1,0.0,0.49021342172111426
0.609,0.674,D,-11.545,major,0.0492,0.237,0.0256,0.309,0.91,141.538,138577,4,25.96555,7,0,138.577,15242,0.609,0.674,-11.545,0.0492,0.237,0.0256,0.309,0.91,141.538,4,25.96555,7,138.577,678,0,0.0,0.495045203218673
0.651,0.683,C,-10.22,major,0.0464,0.258,2.92e-05,0.277,0.949,132.52,209840,4,37.51652,8,1,209.84,15243,0.651,0.683,-10.22,0.0464,0.258,2.92e-05,0.277,0.949,132.52,4,37.51652,8,209.84,4701,1,1.0,0.7632781547526736
0.719,0.165,G,-18.104,minor,0.0423,0.904,0.523,0.108,0.671,115.288,187653,4,25.79183,12,0,187.653,15247,0.719,0.165,-18.104,0.0423,0.904,0.523,0.108,0.671,115.288,4,25.79183,12,187.653,6676,0,0.0,0.5126782834227865
0.465,0.6,D,-7.826,major,0.0481,0.0624,3.45e-05,0.056,0.733,174.41,214760,3,48.86646,11,1,214.76,15250,0.465,0.6,-7.826,0.0481,0.0624,3.45e-05,0.056,0.733,174.41,3,48.86646,11,214.76,8096,1,1.0,0.8202797082606802
0.626,0.739,B,-9.443,major,0.0303,0.202,0.000885,0.215,0.883,120.664,220760,4,31.89379,10,1,220.76,15266,0.626,0.739,-9.443,0.0303,0.202,0.000885,0.215,0.883,120.664,4,31.89379,10,220.76,300,1,1.0,0.8672297464153548
0.212,0.655,F,-5.776,minor,0.0456,0.904,0.802,0.0489,0.15,119.371,68947,4,20.06482,5,0,68.947,15269,0.212,0.655,-5.776,0.0456,0.904,0.802,0.0489,0.15,119.371,4,20.06482,5,68.947,1047,0,1.0,0.6894146443914846
0.441,0.421,E,-11.191,minor,0.0318,0.847,7.78e-05,0.489,0.746,120.557,106307,4,45.22407,6,0,106.307,15271,0.441,0.421,-11.191,0.0318,0.847,7.78e-05,0.489,0.746,120.557,4,45.22407,6,106.307,2687,0,1.0,0.7623005875834432
0.692,0.144,F,-20.253,major,0.0353,0.848,0.0102,0.333,0.448,79.698,117533,4,19.08407,7,0,117.533,15278,0.692,0.144,-20.253,0.0353,0.848,0.0102,0.333,0.448,79.698,4,19.08407,7,117.533,7570,0,0.0,0.12646874887527043
0.809,0.648,D# / Eb,-5.602,major,0.037,0.736,0.000125,0.0692,0.968,102.058,226240,4,31.48129,10,0,226.24,15285,0.809,0.648,-5.602,0.037,0.736,0.000125,0.0692,0.968,102.058,4,31.48129,10,226.24,4120,0,1.0,0.7979050759762388
0.555,0.424,F,-11.874,major,0.0318,0.776,0.000105,0.0763,0.749,152.176,154093,4,73.75878,5,1,154.093,15289,0.555,0.424,-11.874,0.0318,0.776,0.000105,0.0763,0.749,152.176,4,73.75878,5,154.093,595,1,1.0,0.7966626413252132
0.261,0.476,G# / Ab,-10.994,major,0.0379,0.401,0.000324,0.341,0.528,185.973,222400,4,26.97286,9,1,222.4,15298,0.261,0.476,-10.994,0.0379,0.401,0.000324,0.341,0.528,185.973,4,26.97286,9,222.4,4570,1,1.0,0.8507671369168373
0.39,0.275,A,-15.519,major,0.0711,0.878,0.00183,0.101,0.309,47.786,219267,4,66.55052,9,0,219.267,15306,0.39,0.275,-15.519,0.0711,0.878,0.00183,0.101,0.309,47.786,4,66.55052,9,219.267,5125,0,1.0,0.6696190341109131
0.398,0.421,A,-10.528,major,0.0346,0.0548,0.707,0.114,0.302,144.708,355186,4,40.13561,14,0,355.186,15308,0.398,0.421,-10.528,0.0346,0.0548,0.707,0.114,0.302,144.708,4,40.13561,14,355.186,5816,0,0.0,0.052601159730973845
0.296,0.213,G,-16.041,major,0.0381,0.553,0.918,0.294,0.181,130.176,416027,5,58.07296,8,0,416.027,15313,0.296,0.213,-16.041,0.0381,0.553,0.918,0.294,0.181,130.176,5,58.07296,8,416.027,1500,0,0.0,0.5691722054078154
0.509,0.715,E,-10.763,major,0.029,0.121,0.0,0.132,0.949,123.542,207093,4,24.55235,12,1,207.093,15326,0.509,0.715,-10.763,0.029,0.121,0.0,0.132,0.949,123.542,4,24.55235,12,207.093,5120,1,1.0,0.7299541139917475
0.51,0.876,D,-9.101,major,0.161,0.212,0.0,0.248,0.624,119.702,174147,4,24.64372,8,1,174.147,15333,0.51,0.876,-9.101,0.161,0.212,0.0,0.248,0.624,119.702,4,24.64372,8,174.147,7207,1,0.0,0.1441463829468012
0.647,0.869,A,-1.044,major,0.0419,0.436,0.0,0.196,0.894,110.717,173840,4,41.45859,9,1,173.84,15335,0.647,0.869,-1.044,0.0419,0.436,0.0,0.196,0.894,110.717,4,41.45859,9,173.84,4812,1,1.0,0.8079484369607641
0.493,0.878,A,-4.705,major,0.0478,0.0101,0.0402,0.117,0.876,130.537,679600,4,72.94413,22,0,679.6,15341,0.493,0.878,-4.705,0.0478,0.0101,0.0402,0.117,0.876,130.537,4,72.94413,22,679.6,5870,0,0.0,0.2683686200850123
0.481,0.255,G,-15.303,major,0.0401,0.974,0.906,0.11,0.813,108.465,184453,4,36.55044,9,0,184.453,15349,0.481,0.255,-15.303,0.0401,0.974,0.906,0.11,0.813,108.465,4,36.55044,9,184.453,4264,0,0.0,0.6527037945047898
0.674,0.738,D,-10.158,major,0.0697,0.323,6.17e-06,0.103,0.964,165.228,186253,4,47.07039,7,1,186.253,15351,0.674,0.738,-10.158,0.0697,0.323,6.17e-06,0.103,0.964,165.228,4,47.07039,7,186.253,3390,1,0.0,0.11436620047685139
0.338,0.251,F,-17.826,major,0.036,0.65,0.019,0.269,0.587,183.015,254723,3,34.17456,18,0,254.723,15353,0.338,0.251,-17.826,0.036,0.65,0.019,0.269,0.587,183.015,3,34.17456,18,254.723,5846,0,0.0,0.013930693639485243
0.677,0.871,C# / Db,-7.997,major,0.0281,0.284,3.02e-05,0.405,0.898,98.446,268893,4,40.2382,13,1,268.893,15361,0.677,0.871,-7.997,0.0281,0.284,3.02e-05,0.405,0.898,98.446,4,40.2382,13,268.893,5856,1,1.0,0.8355490363314586
0.78,0.636,C,-8.169,major,0.052,0.219,0.0283,0.0633,0.488,106.243,252067,4,42.64688,11,1,252.067,15369,0.78,0.636,-8.169,0.052,0.219,0.0283,0.0633,0.488,106.243,4,42.64688,11,252.067,7633,1,1.0,0.733028813453644
0.679,0.896,D# / Eb,-9.142,minor,0.0413,0.563,0.339,0.0565,0.961,121.919,439026,4,55.37004,16,1,439.026,15382,0.679,0.896,-9.142,0.0413,0.563,0.339,0.0565,0.961,121.919,4,55.37004,16,439.026,6497,1,1.0,0.856492002448382
0.525,0.621,F,-7.512,minor,0.0456,0.598,1.26e-06,0.0889,0.849,86.3,331440,4,35.51278,14,0,331.44,15386,0.525,0.621,-7.512,0.0456,0.598,1.26e-06,0.0889,0.849,86.3,4,35.51278,14,331.44,1796,0,1.0,0.7228401725754791
0.353,0.251,G# / Ab,-15.046,minor,0.0642,0.82,0.857,0.0905,0.198,89.732,308240,3,40.18914,16,0,308.24,15390,0.353,0.251,-15.046,0.0642,0.82,0.857,0.0905,0.198,89.732,3,40.18914,16,308.24,2050,0,0.0,0.18753586503494343
0.764,0.304,E,-13.02,minor,0.0642,0.131,0.000391,0.128,0.855,86.116,195467,4,32.82155,9,0,195.467,15397,0.764,0.304,-13.02,0.0642,0.131,0.000391,0.128,0.855,86.116,4,32.82155,9,195.467,7544,0,0.0,0.011002485107631797
0.639,0.638,F,-11.001,minor,0.0349,0.309,0.000291,0.158,0.863,117.634,215560,4,41.14419,11,1,215.56,15399,0.639,0.638,-11.001,0.0349,0.309,0.000291,0.158,0.863,117.634,4,41.14419,11,215.56,1271,1,1.0,0.7702810783616101
0.555,0.813,A# / Bb,-6.395,major,0.0592,0.0902,0.0,0.196,0.737,99.26,213400,4,52.41821,9,1,213.4,15411,0.555,0.813,-6.395,0.0592,0.0902,0.0,0.196,0.737,99.26,4,52.41821,9,213.4,5683,1,0.0,0.45809017276761616
0.354,0.181,F,-13.017,minor,0.0485,0.81,5.78e-05,0.136,0.264,60.99,141133,4,47.76117,6,1,141.133,15415,0.354,0.181,-13.017,0.0485,0.81,5.78e-05,0.136,0.264,60.99,4,47.76117,6,141.133,7172,1,1.0,0.7958123098070711
0.878,0.745,A# / Bb,-6.639,minor,0.162,0.179,3.96e-05,0.286,0.742,97.078,212747,4,42.20155,7,1,212.747,15425,0.878,0.745,-6.639,0.162,0.179,3.96e-05,0.286,0.742,97.078,4,42.20155,7,212.747,4574,1,0.0,0.2042200250588994
0.352,0.782,B,-10.267,minor,0.0914,0.00553,0.0,0.102,0.634,165.97,112267,4,29.67593,8,0,112.267,15434,0.352,0.782,-10.267,0.0914,0.00553,0.0,0.102,0.634,165.97,4,29.67593,8,112.267,6117,0,0.0,0.24263158425305356
0.31,0.541,B,-14.289,minor,0.0298,0.715,0.825,0.119,0.236,137.155,231733,4,88.61423,8,0,231.733,15437,0.31,0.541,-14.289,0.0298,0.715,0.825,0.119,0.236,137.155,4,88.61423,8,231.733,4424,0,1.0,0.6989749165700239
0.707,0.873,F,-8.546,major,0.0667,0.355,0.897,0.151,0.772,94.118,286947,4,18.96217,13,1,286.947,15442,0.707,0.873,-8.546,0.0667,0.355,0.897,0.151,0.772,94.118,4,18.96217,13,286.947,290,1,0.0,0.4267819607470579
0.484,0.772,D,-7.668,major,0.0782,0.41,0.0,0.148,0.667,116.858,206360,4,50.73037,8,1,206.36,15457,0.484,0.772,-7.668,0.0782,0.41,0.0,0.148,0.667,116.858,4,50.73037,8,206.36,7750,1,1.0,0.782025105683299
0.347,0.965,D,-6.939,major,0.184,0.00101,0.0374,0.284,0.307,214.848,147907,4,30.14445,8,0,147.907,15459,0.347,0.965,-6.939,0.184,0.00101,0.0374,0.284,0.307,214.848,4,30.14445,8,147.907,3087,0,1.0,0.8228612612761321
0.669,0.483,D,-7.336,major,0.0689,0.435,0.00065,0.0554,0.71,130.942,314040,4,20.33841,13,0,314.04,15460,0.669,0.483,-7.336,0.0689,0.435,0.00065,0.0554,0.71,130.942,4,20.33841,13,314.04,1329,0,0.0,0.6221695793339862
0.879,0.555,D,-13.502,major,0.0554,0.0105,0.00453,0.0965,0.8,107.667,533227,4,28.05867,22,1,533.227,15465,0.879,0.555,-13.502,0.0554,0.0105,0.00453,0.0965,0.8,107.667,4,28.05867,22,533.227,1918,1,0.0,0.6343429607802297
0.231,0.17,C,-16.113,major,0.0355,0.508,0.949,0.11,0.0987,136.928,134213,3,28.33431,8,0,134.213,15469,0.231,0.17,-16.113,0.0355,0.508,0.949,0.11,0.0987,136.928,3,28.33431,8,134.213,4242,0,0.0,0.12362020613375231
0.488,0.824,B,-3.373,major,0.0494,0.468,0.0145,0.407,0.696,111.264,170027,3,30.86928,7,1,170.027,15478,0.488,0.824,-3.373,0.0494,0.468,0.0145,0.407,0.696,111.264,3,30.86928,7,170.027,4384,1,1.0,0.8074501175555268
0.509,0.478,C,-14.575,major,0.0895,0.867,0.0291,0.109,0.302,96.66,169350,4,33.68335,10,0,169.35,15480,0.509,0.478,-14.575,0.0895,0.867,0.0291,0.109,0.302,96.66,4,33.68335,10,169.35,6223,0,1.0,0.8420295727606896
0.537,0.59,C,-8.613,minor,0.0382,0.392,0.0,0.101,0.43,77.954,278947,4,79.35901,12,1,278.947,15492,0.537,0.59,-8.613,0.0382,0.392,0.0,0.101,0.43,77.954,4,79.35901,12,278.947,2802,1,0.0,0.5876062269657611
0.435,0.444,G,-12.816,minor,0.0336,0.159,0.000705,0.457,0.734,103.818,328360,4,53.0545,13,1,328.36,15497,0.435,0.444,-12.816,0.0336,0.159,0.000705,0.457,0.734,103.818,4,53.0545,13,328.36,5437,1,0.0,0.2871832651011593
0.507,0.636,D,-7.538,minor,0.0401,0.849,0.0,0.646,0.702,142.248,175507,4,36.49246,7,1,175.507,15508,0.507,0.636,-7.538,0.0401,0.849,0.0,0.646,0.702,142.248,4,36.49246,7,175.507,1747,1,0.0,0.5609445399706824
0.783,0.55,G,-11.318,major,0.0465,0.363,0.00275,0.0403,0.593,97.735,174493,4,28.72174,9,1,174.493,15520,0.783,0.55,-11.318,0.0465,0.363,0.00275,0.0403,0.593,97.735,4,28.72174,9,174.493,3058,1,1.0,0.7986947310251467
0.409,0.914,B,-4.516,minor,0.16,0.0092,0.0,0.178,0.875,182.525,70400,3,33.60235,5,0,70.4,15521,0.409,0.914,-4.516,0.16,0.0092,0.0,0.178,0.875,182.525,3,33.60235,5,70.4,7489,0,1.0,0.6704330649280933
0.389,0.63,F,-9.585,major,0.237,0.123,0.0273,0.234,0.724,163.876,256440,4,75.19355,8,0,256.44,15522,0.389,0.63,-9.585,0.237,0.123,0.0273,0.234,0.724,163.876,4,75.19355,8,256.44,3482,0,0.0,0.6158179666570115
0.393,0.559,F# / Gb,-8.514,minor,0.0293,0.00402,0.934,0.233,0.72,96.047,126453,4,32.79981,9,0,126.453,15533,0.393,0.559,-8.514,0.0293,0.00402,0.934,0.233,0.72,96.047,4,32.79981,9,126.453,1281,0,0.0,0.2479801325666262
