title,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott ",4WuOWVnAqvEQxgSRrspBgt,0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,audio_features,4WuOWVnAqvEQxgSRrspBgt,spotify:track:4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/tracks/4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/audio-analysis/4WuOWVnAqvEQxgSRrspBgt,207307,4
Titi Me Pregunto,Bad Bunny,1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4
Pills & Billz,Rod Wave,0OMYllKltbIYT3XFzUKTfB,0.747,0.547,0,-9.38,1,0.196,0.159,0.0,0.178,0.699,80.503,audio_features,0OMYllKltbIYT3XFzUKTfB,spotify:track:0OMYllKltbIYT3XFzUKTfB,https://api.spotify.com/v1/tracks/0OMYllKltbIYT3XFzUKTfB,https://api.spotify.com/v1/audio-analysis/0OMYllKltbIYT3XFzUKTfB,155031,4
Kiss Me More,Doja Cat feat. SZA,3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4
Tell The Vision,Pop Smoke feat. Kanye West ,2UwALqx6yOsXTFt7zRxnts,0.662,0.686,7,-8.302,1,0.332,0.251,5.59e-06,0.349,0.678,143.971,audio_features,2UwALqx6yOsXTFt7zRxnts,spotify:track:2UwALqx6yOsXTFt7zRxnts,https://api.spotify.com/v1/tracks/2UwALqx6yOsXTFt7zRxnts,https://api.spotify.com/v1/audio-analysis/2UwALqx6yOsXTFt7zRxnts,215000,4
Walk Em Down,NLE Choppa feat. Roddy Ricch,1Z0cZI0UzNbP9L8MzzGxqf,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,audio_features,1Z0cZI0UzNbP9L8MzzGxqf,spotify:track:1Z0cZI0UzNbP9L8MzzGxqf,https://api.spotify.com/v1/tracks/1Z0cZI0UzNbP9L8MzzGxqf,https://api.spotify.com/v1/audio-analysis/1Z0cZI0UzNbP9L8MzzGxqf,173288,4
See Wat I'm Sayin,Moneybagg Yo,30vAfL9Wyu2fu07vdbZ1Xt,0.936,0.497,1,-7.185,1,0.41,0.0324,0.0,0.111,0.364,138.016,audio_features,30vAfL9Wyu2fu07vdbZ1Xt,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/tracks/30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/audio-analysis/30vAfL9Wyu2fu07vdbZ1Xt,146732,4
Bad Bitch From Tokyo (Intro),Pop Smoke,4OGIeHtYhRTJ8iW21UUyZW,0.645,0.64,10,-6.871,0,0.179,0.395,1.04e-05,0.286,0.674,140.248,audio_features,4OGIeHtYhRTJ8iW21UUyZW,spotify:track:4OGIeHtYhRTJ8iW21UUyZW,https://api.spotify.com/v1/tracks/4OGIeHtYhRTJ8iW21UUyZW,https://api.spotify.com/v1/audio-analysis/4OGIeHtYhRTJ8iW21UUyZW,48000,4
The First Noel,Gabby Barrett,25W3eewfp10geV3fzWIGq3,0.458,0.351,10,-6.049,1,0.0244,0.696,0.0,0.143,0.102,79.993,audio_features,25W3eewfp10geV3fzWIGq3,spotify:track:25W3eewfp10geV3fzWIGq3,https://api.spotify.com/v1/tracks/25W3eewfp10geV3fzWIGq3,https://api.spotify.com/v1/audio-analysis/25W3eewfp10geV3fzWIGq3,261305,3
29,Demi Lovato,0REv856zadB0e8IM1brlwr,0.322,0.698,1,-3.812,0,0.0542,0.00507,0.0,0.249,0.288,183.963,audio_features,0REv856zadB0e8IM1brlwr,spotify:track:0REv856zadB0e8IM1brlwr,https://api.spotify.com/v1/tracks/0REv856zadB0e8IM1brlwr,https://api.spotify.com/v1/audio-analysis/0REv856zadB0e8IM1brlwr,163028,4
Blick Blick!,Coi Leray ,7LczcBaamU9pTkV4Cl9NyX,0.916,0.824,8,-4.444,0,0.422,0.222,0.00108,0.0661,0.87,139.926,audio_features,7LczcBaamU9pTkV4Cl9NyX,spotify:track:7LczcBaamU9pTkV4Cl9NyX,https://api.spotify.com/v1/tracks/7LczcBaamU9pTkV4Cl9NyX,https://api.spotify.com/v1/audio-analysis/7LczcBaamU9pTkV4Cl9NyX,178413,4
Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,3oGVx9RBmiYGv5ZCecWLkx,0.611,0.552,7,-5.828,1,0.031,0.256,0.0,0.134,0.41,116.012,audio_features,3oGVx9RBmiYGv5ZCecWLkx,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,https://api.spotify.com/v1/tracks/3oGVx9RBmiYGv5ZCecWLkx,https://api.spotify.com/v1/audio-analysis/3oGVx9RBmiYGv5ZCecWLkx,263533,4
More M's,Drake ,29YW2xXlo6Pc6M0SBTCXYN,0.704,0.504,1,-6.749,1,0.223,0.0405,0.000422,0.139,0.0713,82.537,audio_features,29YW2xXlo6Pc6M0SBTCXYN,spotify:track:29YW2xXlo6Pc6M0SBTCXYN,https://api.spotify.com/v1/tracks/29YW2xXlo6Pc6M0SBTCXYN,https://api.spotify.com/v1/audio-analysis/29YW2xXlo6Pc6M0SBTCXYN,221406,4
Leaving Heaven,Eminem feat. Skylar Grey,5CpsIb7SMFHjmAG8RvIWfq,0.661,0.748,2,-4.809,0,0.206,0.175,0.0,0.254,0.509,171.983,audio_features,5CpsIb7SMFHjmAG8RvIWfq,spotify:track:5CpsIb7SMFHjmAG8RvIWfq,https://api.spotify.com/v1/tracks/5CpsIb7SMFHjmAG8RvIWfq,https://api.spotify.com/v1/audio-analysis/5CpsIb7SMFHjmAG8RvIWfq,265947,3
Beers On Me,"Dierks Bentley, BRELAND ",19ZzEzb4BVK1wVO4brrmZz,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,audio_features,19ZzEzb4BVK1wVO4brrmZz,spotify:track:19ZzEzb4BVK1wVO4brrmZz,https://api.spotify.com/v1/tracks/19ZzEzb4BVK1wVO4brrmZz,https://api.spotify.com/v1/audio-analysis/19ZzEzb4BVK1wVO4brrmZz,174681,4
Screwin,Summer Walker ,3QR92iEfcnqgVFsOr2pCGz,0.491,0.412,6,-9.378,1,0.122,0.802,0.0,0.137,0.487,105.076,audio_features,3QR92iEfcnqgVFsOr2pCGz,spotify:track:3QR92iEfcnqgVFsOr2pCGz,https://api.spotify.com/v1/tracks/3QR92iEfcnqgVFsOr2pCGz,https://api.spotify.com/v1/audio-analysis/3QR92iEfcnqgVFsOr2pCGz,333582,4
"Bzrp Music Sessions, Vol. 52",Bizarrap ,2tTmW7RDtMQtBk7m2rYeSw,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4
The Greatest,Rod Wave,0EVG3d1RVbJjYh43fQDcR9,0.731,0.405,0,-14.41,1,0.148,0.0899,0.0,0.0696,0.591,125.96,audio_features,0EVG3d1RVbJjYh43fQDcR9,spotify:track:0EVG3d1RVbJjYh43fQDcR9,https://api.spotify.com/v1/tracks/0EVG3d1RVbJjYh43fQDcR9,https://api.spotify.com/v1/audio-analysis/0EVG3d1RVbJjYh43fQDcR9,168587,4
Lost In The Citadel,Lil Nas X,6th8IdY4lYeM0QlSQJhhkp,0.768,0.764,0,-5.82,1,0.0295,0.0963,1.03e-05,0.114,0.472,92.965,audio_features,6th8IdY4lYeM0QlSQJhhkp,spotify:track:6th8IdY4lYeM0QlSQJhhkp,https://api.spotify.com/v1/tracks/6th8IdY4lYeM0QlSQJhhkp,https://api.spotify.com/v1/audio-analysis/6th8IdY4lYeM0QlSQJhhkp,170323,4
Urgency,Lil Uzi Vert feat. Syd,5KlPy74NOEAt8jC3FYURnQ,0.619,0.784,1,-6.11,1,0.123,0.0326,2.85e-06,0.315,0.471,156.035,audio_features,5KlPy74NOEAt8jC3FYURnQ,spotify:track:5KlPy74NOEAt8jC3FYURnQ,https://api.spotify.com/v1/tracks/5KlPy74NOEAt8jC3FYURnQ,https://api.spotify.com/v1/audio-analysis/5KlPy74NOEAt8jC3FYURnQ,181161,4
Finesse Out The Gang Way,Lil Durk feat. Lil Baby,61FfbHfk4qT8ZzNA5dqN9j,0.736,0.887,1,-4.159,0,0.124,0.218,0.0,0.101,0.495,100.501,audio_features,61FfbHfk4qT8ZzNA5dqN9j,spotify:track:61FfbHfk4qT8ZzNA5dqN9j,https://api.spotify.com/v1/tracks/61FfbHfk4qT8ZzNA5dqN9j,https://api.spotify.com/v1/audio-analysis/61FfbHfk4qT8ZzNA5dqN9j,186283,3
Yummy,Justin Bieber,16wAOAZ2OkqoIDN7TpChjR,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,0.497,145.842,audio_features,16wAOAZ2OkqoIDN7TpChjR,spotify:track:16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/tracks/16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/audio-analysis/16wAOAZ2OkqoIDN7TpChjR,208520,4
Ain't Safe,Trippie Redd ,6ja11GoXgF75QkEVqqAadn,0.829,0.644,9,-4.86,1,0.291,0.221,1.04e-06,0.141,0.515,147.151,audio_features,6ja11GoXgF75QkEVqqAadn,spotify:track:6ja11GoXgF75QkEVqqAadn,https://api.spotify.com/v1/tracks/6ja11GoXgF75QkEVqqAadn,https://api.spotify.com/v1/audio-analysis/6ja11GoXgF75QkEVqqAadn,166515,4
Prisoner,Miley Cyrus feat. Dua Lipa,2Oycxb8QbPkpHTo8ZrmG0B,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,audio_features,2Oycxb8QbPkpHTo8ZrmG0B,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,https://api.spotify.com/v1/tracks/2Oycxb8QbPkpHTo8ZrmG0B,https://api.spotify.com/v1/audio-analysis/2Oycxb8QbPkpHTo8ZrmG0B,169333,4
Walk Em Down (Don't Kill Civilians),Metro Boomin ,1UsQe17Ef7tV1ahFqHEFR3,0.521,0.526,1,-8.691,1,0.276,0.131,0.000577,0.173,0.179,161.571,audio_features,1UsQe17Ef7tV1ahFqHEFR3,spotify:track:1UsQe17Ef7tV1ahFqHEFR3,https://api.spotify.com/v1/tracks/1UsQe17Ef7tV1ahFqHEFR3,https://api.spotify.com/v1/audio-analysis/1UsQe17Ef7tV1ahFqHEFR3,310960,4
Chosen,Blxst ,1dIWPXMX4kRHj6Dt2DStUQ,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,audio_features,1dIWPXMX4kRHj6Dt2DStUQ,spotify:track:1dIWPXMX4kRHj6Dt2DStUQ,https://api.spotify.com/v1/tracks/1dIWPXMX4kRHj6Dt2DStUQ,https://api.spotify.com/v1/audio-analysis/1dIWPXMX4kRHj6Dt2DStUQ,161684,4
Red,HARDY feat. Morgan Wallen,2D3JfPyY2LkzXgNOb7qziR,0.582,0.878,11,-4.564,1,0.0404,0.0305,0.0,0.0791,0.581,140.03,audio_features,2D3JfPyY2LkzXgNOb7qziR,spotify:track:2D3JfPyY2LkzXgNOb7qziR,https://api.spotify.com/v1/tracks/2D3JfPyY2LkzXgNOb7qziR,https://api.spotify.com/v1/audio-analysis/2D3JfPyY2LkzXgNOb7qziR,205768,4
Started From,Lil Durk,03cBu30KbreokkrclGPQf8,0.624,0.561,7,-8.757,1,0.476,0.0895,0.0,0.109,0.357,159.186,audio_features,03cBu30KbreokkrclGPQf8,spotify:track:03cBu30KbreokkrclGPQf8,https://api.spotify.com/v1/tracks/03cBu30KbreokkrclGPQf8,https://api.spotify.com/v1/audio-analysis/03cBu30KbreokkrclGPQf8,121060,4
Shivers,Ed Sheeran,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4
Cry Your Heart Out,Adele,09u787BYeYIGd2mFIJ505t,0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,125.064,audio_features,09u787BYeYIGd2mFIJ505t,spotify:track:09u787BYeYIGd2mFIJ505t,https://api.spotify.com/v1/tracks/09u787BYeYIGd2mFIJ505t,https://api.spotify.com/v1/audio-analysis/09u787BYeYIGd2mFIJ505t,255278,4
Bandit,Juice WRLD ,6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,audio_features,6Gg1gjgKi2AK4e0qzsR7sd,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,https://api.spotify.com/v1/tracks/6Gg1gjgKi2AK4e0qzsR7sd,https://api.spotify.com/v1/audio-analysis/6Gg1gjgKi2AK4e0qzsR7sd,189323,4
Pressure,Ari Lennox,6ElfCM1XppU0YWkkFYh4s2,0.85,0.658,0,-5.558,1,0.221,0.139,0.0,0.063,0.832,144.445,audio_features,6ElfCM1XppU0YWkkFYh4s2,spotify:track:6ElfCM1XppU0YWkkFYh4s2,https://api.spotify.com/v1/tracks/6ElfCM1XppU0YWkkFYh4s2,https://api.spotify.com/v1/audio-analysis/6ElfCM1XppU0YWkkFYh4s2,193279,4
War,Drake,1I55Ea0zVoSKs6MqW7DQ3i,0.749,0.792,10,-4.151,0,0.0826,0.292,0.0,0.109,0.239,144.064,audio_features,1I55Ea0zVoSKs6MqW7DQ3i,spotify:track:1I55Ea0zVoSKs6MqW7DQ3i,https://api.spotify.com/v1/tracks/1I55Ea0zVoSKs6MqW7DQ3i,https://api.spotify.com/v1/audio-analysis/1I55Ea0zVoSKs6MqW7DQ3i,180000,4
Hotel Lobby (Unc And Phew),Quavo ,4vVjPTApwXZwB2H3mBq3ml,0.825,0.649,11,-4.297,1,0.169,0.117,0.0,0.232,0.143,127.978,audio_features,4vVjPTApwXZwB2H3mBq3ml,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657,4
Keep My Spirit Alive,Kanye West,7EagormFign5ag6f16ua3I,0.513,0.644,0,-6.387,1,0.344,0.201,0.00033,0.194,0.087,166.35,audio_features,7EagormFign5ag6f16ua3I,spotify:track:7EagormFign5ag6f16ua3I,https://api.spotify.com/v1/tracks/7EagormFign5ag6f16ua3I,https://api.spotify.com/v1/audio-analysis/7EagormFign5ag6f16ua3I,221250,4
Coney Island,Taylor Swift feat. The National,2awNGIJHodfLZSClB3PYhz,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,audio_features,2awNGIJHodfLZSClB3PYhz,spotify:track:2awNGIJHodfLZSClB3PYhz,https://api.spotify.com/v1/tracks/2awNGIJHodfLZSClB3PYhz,https://api.spotify.com/v1/audio-analysis/2awNGIJHodfLZSClB3PYhz,275320,4
Blue World,Mac Miller,2hwOoMtWPtTSSn6WHV7Vp5,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4
Shotta Flow 5,NLE Choppa,1orjH4IkSH9VrWmRCToKV8,0.806,0.749,1,-5.268,1,0.328,0.0838,0.0,0.0621,0.77,140.032,audio_features,1orjH4IkSH9VrWmRCToKV8,spotify:track:1orjH4IkSH9VrWmRCToKV8,https://api.spotify.com/v1/tracks/1orjH4IkSH9VrWmRCToKV8,https://api.spotify.com/v1/audio-analysis/1orjH4IkSH9VrWmRCToKV8,145167,4
Take My Breath,The Weeknd,2vgUijXOTRMnWXDtvgMp2b,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,audio_features,2vgUijXOTRMnWXDtvgMp2b,spotify:track:2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/tracks/2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/audio-analysis/2vgUijXOTRMnWXDtvgMp2b,339023,4
Evergreen,Omar Apollo,2TktkzfozZifbQhXjT6I33,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,audio_features,2TktkzfozZifbQhXjT6I33,spotify:track:2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/tracks/2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/audio-analysis/2TktkzfozZifbQhXjT6I33,216680,3
Get Ready,Rod Wave feat. Kodak Black,04EHa1ZzBl8OPvcnddph4p,0.425,0.672,0,-5.586,1,0.245,0.0921,0.0,0.0903,0.15,85.801,audio_features,04EHa1ZzBl8OPvcnddph4p,spotify:track:04EHa1ZzBl8OPvcnddph4p,https://api.spotify.com/v1/tracks/04EHa1ZzBl8OPvcnddph4p,https://api.spotify.com/v1/audio-analysis/04EHa1ZzBl8OPvcnddph4p,231771,4
Devil Don't Know,Morgan Wallen,2PsbT927UanvyH9VprlNOu,0.53,0.664,0,-5.648,1,0.0272,0.377,3.76e-05,0.0937,0.323,125.002,audio_features,2PsbT927UanvyH9VprlNOu,spotify:track:2PsbT927UanvyH9VprlNOu,https://api.spotify.com/v1/tracks/2PsbT927UanvyH9VprlNOu,https://api.spotify.com/v1/audio-analysis/2PsbT927UanvyH9VprlNOu,205183,4
Having Our Way,Migos feat. Drake,2NM0qHzx4Ohy8iXHEEgwlO,0.927,0.538,1,-3.917,1,0.116,0.0312,0.0,0.0945,0.221,125.983,audio_features,2NM0qHzx4Ohy8iXHEEgwlO,spotify:track:2NM0qHzx4Ohy8iXHEEgwlO,https://api.spotify.com/v1/tracks/2NM0qHzx4Ohy8iXHEEgwlO,https://api.spotify.com/v1/audio-analysis/2NM0qHzx4Ohy8iXHEEgwlO,278191,4
In Your Eyes,The Weeknd,58Zuv4fhK2JIoFDR5z2TAz,0.667,0.721,7,-5.349,0,0.033,0.00248,6.24e-05,0.0753,0.703,100.018,audio_features,58Zuv4fhK2JIoFDR5z2TAz,spotify:track:58Zuv4fhK2JIoFDR5z2TAz,https://api.spotify.com/v1/tracks/58Zuv4fhK2JIoFDR5z2TAz,https://api.spotify.com/v1/audio-analysis/58Zuv4fhK2JIoFDR5z2TAz,237522,4
In Too Deep,Eminem,7Dj2wqPYXfSRFwa6qyOztr,0.72,0.767,10,-5.839,0,0.214,0.0387,0.0,0.202,0.595,88.966,audio_features,7Dj2wqPYXfSRFwa6qyOztr,spotify:track:7Dj2wqPYXfSRFwa6qyOztr,https://api.spotify.com/v1/tracks/7Dj2wqPYXfSRFwa6qyOztr,https://api.spotify.com/v1/audio-analysis/7Dj2wqPYXfSRFwa6qyOztr,194707,4
Money So Big,Yeat,7BbaIYAdi3pg4MGl6PHwPv,0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,audio_features,7BbaIYAdi3pg4MGl6PHwPv,spotify:track:7BbaIYAdi3pg4MGl6PHwPv,https://api.spotify.com/v1/tracks/7BbaIYAdi3pg4MGl6PHwPv,https://api.spotify.com/v1/audio-analysis/7BbaIYAdi3pg4MGl6PHwPv,160052,4
Woo Baby,Pop Smoke feat. Chris Brown,58T4yPLn4NjBYXfRxeweyM,0.563,0.672,9,-7.226,0,0.0765,0.359,0.0,0.0972,0.284,99.772,audio_features,58T4yPLn4NjBYXfRxeweyM,spotify:track:58T4yPLn4NjBYXfRxeweyM,https://api.spotify.com/v1/tracks/58T4yPLn4NjBYXfRxeweyM,https://api.spotify.com/v1/audio-analysis/58T4yPLn4NjBYXfRxeweyM,156000,4
Jerry Sprunger,Tory Lanez ,6JsHgIkMYHcbNtKfsal2Mg,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,audio_features,6JsHgIkMYHcbNtKfsal2Mg,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,https://api.spotify.com/v1/tracks/6JsHgIkMYHcbNtKfsal2Mg,https://api.spotify.com/v1/audio-analysis/6JsHgIkMYHcbNtKfsal2Mg,233546,4
Painting Pictures,Superstar Pride,7oLKoGzQVwjZ91AzCn560T,0.956,0.515,11,-9.962,0,0.337,0.305,0.0,0.156,0.69,119.937,audio_features,7oLKoGzQVwjZ91AzCn560T,spotify:track:7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/tracks/7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/audio-analysis/7oLKoGzQVwjZ91AzCn560T,122070,4
That's It,Future ,5n6gBhdEjCuj3obgCoTEFD,0.94,0.532,11,-5.998,0,0.358,0.12,0.0,0.0925,0.599,123.043,audio_features,5n6gBhdEjCuj3obgCoTEFD,spotify:track:5n6gBhdEjCuj3obgCoTEFD,https://api.spotify.com/v1/tracks/5n6gBhdEjCuj3obgCoTEFD,https://api.spotify.com/v1/audio-analysis/5n6gBhdEjCuj3obgCoTEFD,228796,4
Rolling Stone,Brent Faiyaz,0e0JshRej2NwT7jahEmv52,0.462,0.273,11,-11.768,0,0.0622,0.903,3.71e-05,0.101,0.334,141.33,audio_features,0e0JshRej2NwT7jahEmv52,spotify:track:0e0JshRej2NwT7jahEmv52,https://api.spotify.com/v1/tracks/0e0JshRej2NwT7jahEmv52,https://api.spotify.com/v1/audio-analysis/0e0JshRej2NwT7jahEmv52,162007,3
Lovin' On You,Luke Combs,0nYvjcSlCgjcwogQAwIwNp,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,audio_features,0nYvjcSlCgjcwogQAwIwNp,spotify:track:0nYvjcSlCgjcwogQAwIwNp,https://api.spotify.com/v1/tracks/0nYvjcSlCgjcwogQAwIwNp,https://api.spotify.com/v1/audio-analysis/0nYvjcSlCgjcwogQAwIwNp,194867,4
Growin' Up And Gettin' Old,Luke Combs,24Z0qiHUR9cTB4UfGUqCnj,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25e-06,0.114,0.269,146.051,audio_features,24Z0qiHUR9cTB4UfGUqCnj,spotify:track:24Z0qiHUR9cTB4UfGUqCnj,https://api.spotify.com/v1/tracks/24Z0qiHUR9cTB4UfGUqCnj,https://api.spotify.com/v1/audio-analysis/24Z0qiHUR9cTB4UfGUqCnj,233667,4
Worldwide Beautiful,Kane Brown,431M98gFekRc9HdNfgWc7N,0.517,0.724,11,-5.953,1,0.0443,0.0146,0.0,0.151,0.57,143.937,audio_features,431M98gFekRc9HdNfgWc7N,spotify:track:431M98gFekRc9HdNfgWc7N,https://api.spotify.com/v1/tracks/431M98gFekRc9HdNfgWc7N,https://api.spotify.com/v1/audio-analysis/431M98gFekRc9HdNfgWc7N,208978,4
Me + All Your Reasons,Morgan Wallen,68eDGmSTQgxJde9JTG7b71,0.504,0.827,5,-5.48,1,0.0375,0.205,0.0,0.355,0.424,146.14,audio_features,68eDGmSTQgxJde9JTG7b71,spotify:track:68eDGmSTQgxJde9JTG7b71,https://api.spotify.com/v1/tracks/68eDGmSTQgxJde9JTG7b71,https://api.spotify.com/v1/audio-analysis/68eDGmSTQgxJde9JTG7b71,174741,4
Home Ain't Home,YoungBoy Never Broke Again feat. Rod Wave,0oPpchtgx4hZ2J246g5mqn,0.773,0.602,0,-6.777,1,0.173,0.424,0.0,0.125,0.553,82.055,audio_features,0oPpchtgx4hZ2J246g5mqn,spotify:track:0oPpchtgx4hZ2J246g5mqn,https://api.spotify.com/v1/tracks/0oPpchtgx4hZ2J246g5mqn,https://api.spotify.com/v1/audio-analysis/0oPpchtgx4hZ2J246g5mqn,141166,4
On The Ground,ROSE,2pn8dNVSpYnAtlKFC8Q0DJ,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,audio_features,2pn8dNVSpYnAtlKFC8Q0DJ,spotify:track:2pn8dNVSpYnAtlKFC8Q0DJ,https://api.spotify.com/v1/tracks/2pn8dNVSpYnAtlKFC8Q0DJ,https://api.spotify.com/v1/audio-analysis/2pn8dNVSpYnAtlKFC8Q0DJ,168086,4
If I Didn't Love You,Jason Aldean ,1WQ40xJSvgDmD9K7ckJwux,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,audio_features,1WQ40xJSvgDmD9K7ckJwux,spotify:track:1WQ40xJSvgDmD9K7ckJwux,https://api.spotify.com/v1/tracks/1WQ40xJSvgDmD9K7ckJwux,https://api.spotify.com/v1/audio-analysis/1WQ40xJSvgDmD9K7ckJwux,212030,4
Maybach,42 Dugg feat. Future,2Qt8qG9SWPdtRiaWcPNJRm,0.735,0.446,5,-10.232,1,0.109,0.0071,1.93e-05,0.173,0.121,150.915,audio_features,2Qt8qG9SWPdtRiaWcPNJRm,spotify:track:2Qt8qG9SWPdtRiaWcPNJRm,https://api.spotify.com/v1/tracks/2Qt8qG9SWPdtRiaWcPNJRm,https://api.spotify.com/v1/audio-analysis/2Qt8qG9SWPdtRiaWcPNJRm,199093,4
Toxic,Polo G,3h3NKhcfHkr6GvEpC3FRI5,0.685,0.515,4,-8.666,0,0.291,0.548,0.0,0.119,0.299,162.071,audio_features,3h3NKhcfHkr6GvEpC3FRI5,spotify:track:3h3NKhcfHkr6GvEpC3FRI5,https://api.spotify.com/v1/tracks/3h3NKhcfHkr6GvEpC3FRI5,https://api.spotify.com/v1/audio-analysis/3h3NKhcfHkr6GvEpC3FRI5,131968,4
Supalonely,BENEE feat. Gus Dapperton,3GZoWLVbmxcBys6g0DLFLf,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,audio_features,3GZoWLVbmxcBys6g0DLFLf,spotify:track:3GZoWLVbmxcBys6g0DLFLf,https://api.spotify.com/v1/tracks/3GZoWLVbmxcBys6g0DLFLf,https://api.spotify.com/v1/audio-analysis/3GZoWLVbmxcBys6g0DLFLf,223488,4
Epidemic,Polo G,1SjBcdzWbs79UTCrH4qXJf,0.616,0.617,1,-8.431,1,0.52,0.128,0.0,0.177,0.476,175.929,audio_features,1SjBcdzWbs79UTCrH4qXJf,spotify:track:1SjBcdzWbs79UTCrH4qXJf,https://api.spotify.com/v1/tracks/1SjBcdzWbs79UTCrH4qXJf,https://api.spotify.com/v1/audio-analysis/1SjBcdzWbs79UTCrH4qXJf,177273,4
